COORDINATES,ICE
"[191.0, 72.8637]",13.047549
"[191.0, 72.8308]",13.047549
"[190.0, 72.7952]",13.047549
"[189.0, 72.7567]",13.047549
"[188.0, 72.7155]",13.047549
"[188.0, 72.6716]",13.047549
"[187.0, 72.625]",13.047549
"[186.0, 72.5757]",13.047549
"[185.0, 72.5238]",13.047549
"[185.0, 72.4692]",13.047549
"[184.0, 72.412]",13.047549
"[183.0, 72.3522]",13.047549
"[183.0, 72.2899]",13.047549
"[182.0, 72.2251]",13.047549
"[181.0, 72.1578]",13.047549
"[181.0, 72.088]",13.047549
"[180.0, 72.0157]",13.047549
"[179.0, 71.9411]",14.199863
"[179.0, 71.8641]",14.199863
"[178.0, 71.7848]",13.018252
"[177.0, 71.7032]",14.180333
"[177.0, 71.6193]",14.180333
"[176.0, 71.5332]",21.621553
"[175.0, 71.4448]",21.621553
"[175.0, 71.3543]",21.621553
"[174.0, 71.2617]",13.018252
"[174.0, 71.1669]",13.018252
"[173.0, 71.0701]",13.018252
"[172.0, 70.9713]",13.018252
"[172.0, 70.8705]",13.018252
"[171.0, 70.7676]",13.018252
"[171.0, 70.6629]",14.834614
"[170.0, 70.5563]",14.834614
"[169.0, 70.4478]",14.834614
"[169.0, 70.3375]",19.160677
"[168.0, 70.2254]",19.160677
"[168.0, 70.1116]",19.844254
"[167.0, 69.996]",21.904749
"[167.0, 69.8787]",21.904749
"[166.0, 69.7598]",21.904749
"[166.0, 69.6392]",21.904749
"[165.0, 69.517]",21.904749
"[165.0, 69.3933]",16.055286
"[164.0, 69.2681]",-10.0
"[164.0, 69.1413]",-10.0
"[163.0, 69.0131]",-10.0
"[163.0, 68.8834]",-10.0
"[162.0, 68.7524]",-10.0
"[162.0, 68.6199]",-10.0
"[161.0, 68.4861]",-10.0
"[161.0, 68.351]",-10.0
"[160.0, 68.2146]",-10.0
"[160.0, 68.0769]",-10.0
"[159.0, 67.938]",-10.0
"[159.0, 67.7979]",-10.0
"[159.0, 67.6566]",-10.0
"[158.0, 67.5141]",-10.0
"[158.0, 67.3705]",-10.0
"[157.0, 67.2258]",-10.0
"[157.0, 67.0801]",-10.0
"[156.0, 66.9332]",-10.0
"[156.0, 66.7854]",-10.0
"[156.0, 66.6365]",-10.0
"[155.0, 66.4867]",-10.0
"[155.0, 66.3359]",-10.0
"[155.0, 66.1841]",-10.0
"[154.0, 66.0314]",-10.0
"[154.0, 65.8779]",-10.0
"[153.0, 65.7235]",-10.0
"[153.0, 65.5682]",-10.0
"[153.0, 65.4121]",-10.0
"[152.0, 65.2551]",-10.0
"[152.0, 65.0974]",-10.0
"[152.0, 64.9389]",-10.0
"[151.0, 64.7797]",-10.0
"[151.0, 64.6197]",-10.0
"[151.0, 64.459]",-10.0
"[150.0, 64.2976]",-10.0
"[150.0, 64.1355]",-10.0
"[150.0, 63.9728]",-10.0
"[149.0, 63.8094]",-10.0
"[149.0, 63.6454]",-10.0
"[149.0, 63.4807]",-10.0
"[148.0, 63.3155]",-10.0
"[148.0, 63.1497]",-10.0
"[148.0, 62.9833]",-10.0
"[148.0, 62.8164]",-10.0
"[147.0, 62.6489]",-10.0
"[147.0, 62.4809]",-10.0
"[147.0, 62.3124]",-10.0
"[146.0, 62.1434]",-10.0
"[146.0, 61.9739]",-10.0
"[146.0, 61.804]",-10.0
"[146.0, 61.6336]",-10.0
"[145.0, 61.4627]",-10.0
"[145.0, 61.2915]",-10.0
"[145.0, 61.1198]",-10.0
"[145.0, 60.9477]",-10.0
"[144.0, 60.7752]",-10.0
"[144.0, 60.6023]",-10.0
"[144.0, 60.429]",-10.0
"[144.0, 60.2554]",-10.0
"[143.0, 60.0815]",-10.0
"[143.0, 59.9072]",-10.0
"[143.0, 59.7325]",-10.0
"[143.0, 59.5576]",-10.0
"[143.0, 59.3824]",-10.0
"[142.0, 59.2068]",0.0
"[142.0, 59.031]",0.0
"[142.0, 58.8548]",0.0
"[142.0, 58.6785]",0.0
"[141.0, 58.5018]",0.0
"[141.0, 58.3249]",0.0
"[141.0, 58.1478]",0.0
"[141.0, 57.9704]",0.0
"[141.0, 57.7928]",0.0
"[140.0, 57.615]",0.0
"[140.0, 57.437]",0.0
"[140.0, 57.2587]",0.0
"[140.0, 57.0803]",0.0
"[140.0, 56.9017]",0.0
"[139.0, 56.7229]",0.0
"[139.0, 56.544]",0.0
"[139.0, 56.3649]",0.0
"[139.0, 56.1856]",0.0
"[139.0, 56.0062]",0.0
"[139.0, 55.8266]",0.0
"[138.0, 55.6469]",0.0
"[138.0, 55.4671]",0.0
"[138.0, 55.2871]",0.0
"[138.0, 55.1071]",0.0
"[138.0, 54.9269]",0.0
"[137.0, 54.7466]",0.0
"[137.0, 54.5662]",0.0
"[137.0, 54.3858]",0.0
"[137.0, 54.2052]",0.0
"[137.0, 54.0246]",0.0
"[137.0, 53.8439]",0.0
"[137.0, 53.6631]",0.0
"[136.0, 53.4823]",-10.0
"[136.0, 53.3014]",-10.0
"[136.0, 53.1204]",-10.0
"[136.0, 52.9394]",-10.0
"[136.0, 52.7584]",-10.0
"[136.0, 52.5773]",-10.0
"[135.0, 52.3962]",-10.0
"[135.0, 52.2151]",-10.0
"[135.0, 52.0339]",-10.0
"[135.0, 51.8527]",-10.0
"[135.0, 51.6715]",-10.0
"[135.0, 51.4903]",-10.0
"[135.0, 51.3091]",-10.0
"[134.0, 51.1279]",-10.0
"[134.0, 50.9467]",-10.0
"[134.0, 50.7655]",-10.0
"[134.0, 50.5843]",-10.0
"[134.0, 50.4032]",-10.0
"[134.0, 50.222]",-10.0
"[134.0, 50.0409]",-10.0
"[134.0, 49.8598]",-10.0
"[133.0, 49.6787]",-10.0
"[133.0, 49.4977]",-10.0
"[133.0, 49.3167]",-10.0
"[133.0, 49.1357]",-10.0
"[133.0, 48.9548]",-10.0
"[133.0, 48.774]",-10.0
"[133.0, 48.5932]",-10.0
"[133.0, 48.4125]",-10.0
"[133.0, 48.2318]",-10.0
"[132.0, 48.0512]",-10.0
"[132.0, 47.8706]",-10.0
"[132.0, 47.6901]",-10.0
"[132.0, 47.5097]",-10.0
"[132.0, 47.3294]",-10.0
"[132.0, 47.1491]",-10.0
"[132.0, 46.9689]",-10.0
"[132.0, 46.7889]",-10.0
"[132.0, 46.6089]",-10.0
"[131.0, 46.4289]",-10.0
"[131.0, 46.2491]",-10.0
"[131.0, 46.0694]",-10.0
"[131.0, 45.8898]",-10.0
"[131.0, 45.7103]",-10.0
"[131.0, 45.5308]",-10.0
"[131.0, 45.3515]",-10.0
"[131.0, 45.1723]",-10.0
"[131.0, 44.9932]",-10.0
"[130.0, 44.8143]",-10.0
"[130.0, 44.6354]",-10.0
"[130.0, 44.4567]",-10.0
"[130.0, 44.278]",-10.0
"[130.0, 44.0995]",-10.0
"[130.0, 43.9212]",-10.0
"[130.0, 43.7429]",-10.0
"[130.0, 43.5648]",-10.0
"[130.0, 43.3868]",-10.0
"[130.0, 43.209]",-10.0
"[130.0, 43.0313]",-10.0
"[129.0, 42.8537]",-10.0
"[129.0, 42.6763]",-10.0
"[129.0, 42.499]",-10.0
"[129.0, 42.3218]",-10.0
"[129.0, 42.1449]",-10.0
"[129.0, 41.968]",-10.0
"[129.0, 41.7913]",-10.0
"[129.0, 41.6148]",-10.0
"[200.0, 72.818]",0.0
"[199.0, 72.8166]",9.1413965
"[198.0, 72.8123]",9.1413965
"[197.0, 72.8051]",12.637403
"[197.0, 72.7952]",12.637403
"[196.0, 72.7823]",12.637403
"[195.0, 72.7667]",12.637403
"[194.0, 72.7482]",12.637403
"[194.0, 72.7269]",12.637403
"[193.0, 72.7028]",12.637403
"[192.0, 72.6759]",13.047549
"[191.0, 72.6462]",13.047549
"[191.0, 72.6137]",13.047549
"[190.0, 72.5785]",13.047549
"[189.0, 72.5406]",13.047549
"[188.0, 72.5]",13.047549
"[188.0, 72.4566]",13.047549
"[187.0, 72.4106]",13.047549
"[186.0, 72.362]",13.047549
"[186.0, 72.3107]",13.047549
"[185.0, 72.2568]",13.047549
"[184.0, 72.2003]",13.047549
"[184.0, 72.1413]",13.047549
"[183.0, 72.0798]",13.047549
"[182.0, 72.0157]",13.047549
"[182.0, 71.9492]",13.047549
"[181.0, 71.8803]",13.047549
"[180.0, 71.809]",14.199863
"[180.0, 71.7353]",14.199863
"[179.0, 71.6592]",14.258456
"[178.0, 71.5808]",14.258456
"[178.0, 71.5001]",14.180333
"[177.0, 71.4172]",14.180333
"[176.0, 71.3321]",21.621553
"[176.0, 71.2448]",21.621553
"[175.0, 71.1553]",21.621553
"[174.0, 71.0637]",21.621553
"[174.0, 70.97]",13.018252
"[173.0, 70.8743]",13.018252
"[173.0, 70.7765]",13.018252
"[172.0, 70.6768]",13.018252
"[171.0, 70.5751]",14.834614
"[171.0, 70.4715]",14.834614
"[170.0, 70.366]",14.834614
"[170.0, 70.2586]",14.834614
"[169.0, 70.1494]",19.160677
"[169.0, 70.0385]",21.904749
"[168.0, 69.9258]",19.160677
"[168.0, 69.8113]",19.844254
"[167.0, 69.6952]",12.266318
"[167.0, 69.5774]",12.266318
"[166.0, 69.458]",21.904749
"[165.0, 69.337]",21.904749
"[165.0, 69.2145]",-10.0
"[164.0, 69.0904]",-10.0
"[164.0, 68.9648]",-10.0
"[163.0, 68.8377]",-10.0
"[163.0, 68.7092]",-10.0
"[163.0, 68.5793]",-10.0
"[162.0, 68.4481]",-10.0
"[162.0, 68.3154]",-10.0
"[161.0, 68.1815]",-10.0
"[161.0, 68.0462]",-10.0
"[160.0, 67.9097]",-10.0
"[160.0, 67.7719]",-10.0
"[159.0, 67.6329]",-10.0
"[159.0, 67.4928]",-10.0
"[158.0, 67.3515]",-10.0
"[158.0, 67.209]",-10.0
"[158.0, 67.0654]",-10.0
"[157.0, 66.9208]",-10.0
"[157.0, 66.7751]",-10.0
"[156.0, 66.6283]",-10.0
"[156.0, 66.4806]",-10.0
"[156.0, 66.3318]",-10.0
"[155.0, 66.1821]",-10.0
"[155.0, 66.0314]",-10.0
"[155.0, 65.8799]",-10.0
"[154.0, 65.7274]",-10.0
"[154.0, 65.574]",-10.0
"[153.0, 65.4198]",-10.0
"[153.0, 65.2647]",-10.0
"[153.0, 65.1088]",-10.0
"[152.0, 64.9522]",-10.0
"[152.0, 64.7947]",-10.0
"[152.0, 64.6365]",-10.0
"[151.0, 64.4775]",-10.0
"[151.0, 64.3178]",-10.0
"[151.0, 64.1574]",-10.0
"[150.0, 63.9963]",-10.0
"[150.0, 63.8346]",-10.0
"[150.0, 63.6722]",-10.0
"[149.0, 63.5091]",-10.0
"[149.0, 63.3455]",-10.0
"[149.0, 63.1812]",-10.0
"[149.0, 63.0163]",-10.0
"[148.0, 62.8509]",-10.0
"[148.0, 62.6849]",-10.0
"[148.0, 62.5183]",-10.0
"[147.0, 62.3513]",-10.0
"[147.0, 62.1837]",-10.0
"[147.0, 62.0156]",-10.0
"[147.0, 61.847]",-10.0
"[146.0, 61.6779]",-10.0
"[146.0, 61.5084]",-10.0
"[146.0, 61.3384]",-10.0
"[145.0, 61.168]",-10.0
"[145.0, 60.9972]",-10.0
"[145.0, 60.8259]",-10.0
"[145.0, 60.6543]",-10.0
"[144.0, 60.4822]",-10.0
"[144.0, 60.3098]",-10.0
"[144.0, 60.137]",-10.0
"[144.0, 59.9639]",-10.0
"[144.0, 59.7904]",-10.0
"[143.0, 59.6165]",-10.0
"[143.0, 59.4424]",-10.0
"[143.0, 59.2679]",-10.0
"[143.0, 59.0932]",0.0
"[142.0, 58.9181]",0.0
"[142.0, 58.7427]",0.0
"[142.0, 58.5671]",0.0
"[142.0, 58.3912]",0.0
"[142.0, 58.2151]",0.0
"[141.0, 58.0387]",0.0
"[141.0, 57.862]",0.0
"[141.0, 57.6851]",0.0
"[141.0, 57.508]",0.0
"[141.0, 57.3307]",0.0
"[140.0, 57.1532]",0.0
"[140.0, 56.9755]",0.0
"[140.0, 56.7976]",0.0
"[140.0, 56.6195]",0.0
"[140.0, 56.4412]",0.0
"[139.0, 56.2628]",0.0
"[139.0, 56.0842]",0.0
"[139.0, 55.9054]",0.0
"[139.0, 55.7265]",0.0
"[139.0, 55.5474]",0.0
"[138.0, 55.3683]",0.0
"[138.0, 55.189]",0.0
"[138.0, 55.0095]",0.0
"[138.0, 54.83]",0.0
"[138.0, 54.6503]",0.0
"[138.0, 54.4706]",0.0
"[137.0, 54.2907]",0.0
"[137.0, 54.1108]",0.0
"[137.0, 53.9307]",0.0
"[137.0, 53.7506]",0.0
"[137.0, 53.5704]",0.0
"[137.0, 53.3902]",-10.0
"[137.0, 53.2099]",-10.0
"[136.0, 53.0295]",-10.0
"[136.0, 52.8491]",-10.0
"[136.0, 52.6686]",-10.0
"[136.0, 52.4881]",-10.0
"[136.0, 52.3075]",-10.0
"[136.0, 52.1269]",-10.0
"[135.0, 51.9463]",-10.0
"[135.0, 51.7657]",-10.0
"[135.0, 51.585]",-10.0
"[135.0, 51.4043]",-10.0
"[135.0, 51.2237]",-10.0
"[135.0, 51.043]",-10.0
"[135.0, 50.8623]",-10.0
"[135.0, 50.6816]",-10.0
"[134.0, 50.5009]",-10.0
"[134.0, 50.3203]",-10.0
"[134.0, 50.1396]",-10.0
"[134.0, 49.959]",-10.0
"[134.0, 49.7784]",-10.0
"[134.0, 49.5978]",-10.0
"[134.0, 49.4173]",-10.0
"[133.0, 49.2368]",-10.0
"[133.0, 49.0563]",-10.0
"[133.0, 48.8759]",-10.0
"[133.0, 48.6955]",-10.0
"[133.0, 48.5152]",-10.0
"[133.0, 48.3349]",-10.0
"[133.0, 48.1547]",-10.0
"[133.0, 47.9745]",-10.0
"[133.0, 47.7944]",-10.0
"[132.0, 47.6144]",-10.0
"[132.0, 47.4344]",-10.0
"[132.0, 47.2545]",-10.0
"[132.0, 47.0747]",-10.0
"[132.0, 46.895]",-10.0
"[132.0, 46.7153]",-10.0
"[132.0, 46.5357]",-10.0
"[132.0, 46.3562]",-10.0
"[132.0, 46.1768]",-10.0
"[131.0, 45.9975]",-10.0
"[131.0, 45.8183]",-10.0
"[131.0, 45.6392]",-10.0
"[131.0, 45.4602]",-10.0
"[131.0, 45.2813]",-10.0
"[131.0, 45.1025]",-10.0
"[131.0, 44.9238]",-10.0
"[131.0, 44.7452]",-10.0
"[131.0, 44.5667]",-10.0
"[131.0, 44.3884]",-10.0
"[130.0, 44.2102]",-10.0
"[130.0, 44.032]",-10.0
"[130.0, 43.854]",-10.0
"[130.0, 43.6762]",-10.0
"[130.0, 43.4984]",-10.0
"[130.0, 43.3208]",-10.0
"[130.0, 43.1434]",-10.0
"[130.0, 42.966]",-10.0
"[130.0, 42.7888]",-10.0
"[130.0, 42.6117]",-10.0
"[130.0, 42.4348]",-10.0
"[129.0, 42.258]",-10.0
"[129.0, 42.0814]",-10.0
"[129.0, 41.9049]",-10.0
"[129.0, 41.7285]",-10.0
"[129.0, 41.5523]",-10.0
"[200.0, 72.5982]",0.0
"[199.0, 72.5968]",9.1413965
"[198.0, 72.5926]",12.637403
"[197.0, 72.5856]",12.637403
"[197.0, 72.5757]",12.637403
"[196.0, 72.5631]",12.637403
"[195.0, 72.5476]",12.637403
"[194.0, 72.5294]",12.637403
"[194.0, 72.5084]",12.637403
"[193.0, 72.4846]",12.637403
"[192.0, 72.458]",14.199863
"[191.0, 72.4287]",14.199863
"[191.0, 72.3967]",14.199863
"[190.0, 72.362]",14.199863
"[189.0, 72.3245]",14.199863
"[189.0, 72.2844]",13.047549
"[188.0, 72.2416]",13.047549
"[187.0, 72.1962]",13.047549
"[187.0, 72.1482]",14.199863
"[186.0, 72.0975]",14.453764
"[185.0, 72.0443]",14.453764
"[184.0, 71.9886]",14.453764
"[184.0, 71.9303]",14.453764
"[183.0, 71.8695]",14.453764
"[182.0, 71.8063]",13.047549
"[182.0, 71.7406]",13.047549
"[181.0, 71.6725]",14.199863
"[180.0, 71.602]",14.199863
"[180.0, 71.5292]",14.199863
"[179.0, 71.454]",13.985025
"[178.0, 71.3766]",13.985025
"[178.0, 71.2968]",14.180333
"[177.0, 71.2149]",21.621553
"[177.0, 71.1307]",21.621553
"[176.0, 71.0444]",21.621553
"[175.0, 70.9559]",21.904749
"[175.0, 70.8654]",13.018252
"[174.0, 70.7727]",13.018252
"[174.0, 70.678]",13.018252
"[173.0, 70.5813]",13.018252
"[172.0, 70.4827]",13.018252
"[172.0, 70.382]",13.018252
"[171.0, 70.2795]",14.834614
"[171.0, 70.1751]",14.834614
"[170.0, 70.0689]",21.904749
"[170.0, 69.9608]",21.904749
"[169.0, 69.851]",19.160677
"[168.0, 69.7394]",21.904749
"[168.0, 69.6261]",11.582742
"[167.0, 69.5111]",0.0
"[167.0, 69.3945]",12.266318
"[166.0, 69.2762]",-10.0
"[166.0, 69.1564]",-10.0
"[165.0, 69.035]",-10.0
"[165.0, 68.912]",-10.0
"[164.0, 68.7876]",-10.0
"[164.0, 68.6617]",-10.0
"[163.0, 68.5344]",-10.0
"[163.0, 68.4056]",-10.0
"[162.0, 68.2755]",-10.0
"[162.0, 68.144]",-10.0
"[161.0, 68.0112]",-10.0
"[161.0, 67.8771]",-10.0
"[161.0, 67.7417]",-10.0
"[160.0, 67.605]",-10.0
"[160.0, 67.4672]",-10.0
"[159.0, 67.3282]",-10.0
"[159.0, 67.188]",-10.0
"[158.0, 67.0467]",-10.0
"[158.0, 66.9042]",-10.0
"[158.0, 66.7607]",-10.0
"[157.0, 66.6161]",-10.0
"[157.0, 66.4704]",-10.0
"[156.0, 66.3238]",-10.0
"[156.0, 66.1761]",-10.0
"[156.0, 66.0275]",-10.0
"[155.0, 65.8779]",-10.0
"[155.0, 65.7274]",-10.0
"[155.0, 65.576]",-10.0
"[154.0, 65.4237]",-10.0
"[154.0, 65.2705]",-10.0
"[153.0, 65.1165]",-10.0
"[153.0, 64.9616]",-10.0
"[153.0, 64.806]",-10.0
"[152.0, 64.6495]",-10.0
"[152.0, 64.4923]",-10.0
"[152.0, 64.3344]",-10.0
"[151.0, 64.1757]",-10.0
"[151.0, 64.0163]",-10.0
"[151.0, 63.8562]",-10.0
"[150.0, 63.6954]",-10.0
"[150.0, 63.534]",-10.0
"[150.0, 63.3719]",-10.0
"[149.0, 63.2092]",-10.0
"[149.0, 63.0459]",-10.0
"[149.0, 62.882]",-10.0
"[149.0, 62.7175]",-10.0
"[148.0, 62.5524]",-10.0
"[148.0, 62.3868]",-10.0
"[148.0, 62.2206]",-10.0
"[147.0, 62.0539]",-10.0
"[147.0, 61.8867]",-10.0
"[147.0, 61.719]",-10.0
"[147.0, 61.5509]",-10.0
"[146.0, 61.3822]",-10.0
"[146.0, 61.2131]",-10.0
"[146.0, 61.0436]",-10.0
"[146.0, 60.8736]",-10.0
"[145.0, 60.7032]",-10.0
"[145.0, 60.5324]",-10.0
"[145.0, 60.3612]",-10.0
"[145.0, 60.1896]",-10.0
"[144.0, 60.0176]",-10.0
"[144.0, 59.8453]",-10.0
"[144.0, 59.6726]",-10.0
"[144.0, 59.4996]",-10.0
"[143.0, 59.3262]",-10.0
"[143.0, 59.1525]",0.0
"[143.0, 58.9785]",0.0
"[143.0, 58.8042]",0.0
"[143.0, 58.6296]",0.0
"[142.0, 58.4548]",0.0
"[142.0, 58.2796]",0.0
"[142.0, 58.1042]",0.0
"[142.0, 57.9286]",0.0
"[141.0, 57.7526]",0.0
"[141.0, 57.5765]",0.0
"[141.0, 57.4001]",0.0
"[141.0, 57.2235]",0.0
"[141.0, 57.0467]",0.0
"[140.0, 56.8697]",0.0
"[140.0, 56.6925]",0.0
"[140.0, 56.5151]",0.0
"[140.0, 56.3375]",0.0
"[140.0, 56.1597]",0.0
"[140.0, 55.9818]",0.0
"[139.0, 55.8037]",0.0
"[139.0, 55.6254]",0.0
"[139.0, 55.447]",0.0
"[139.0, 55.2685]",0.0
"[139.0, 55.0898]",0.0
"[138.0, 54.911]",0.0
"[138.0, 54.7321]",0.0
"[138.0, 54.5531]",0.0
"[138.0, 54.374]",0.0
"[138.0, 54.1947]",0.0
"[138.0, 54.0154]",0.0
"[137.0, 53.8359]",0.0
"[137.0, 53.6564]",0.0
"[137.0, 53.4768]",0.0
"[137.0, 53.2972]",0.0
"[137.0, 53.1174]",-10.0
"[137.0, 52.9376]",-10.0
"[137.0, 52.7578]",-10.0
"[136.0, 52.5779]",-10.0
"[136.0, 52.3979]",-10.0
"[136.0, 52.2179]",-10.0
"[136.0, 52.0379]",-10.0
"[136.0, 51.8578]",-10.0
"[136.0, 51.6778]",-10.0
"[135.0, 51.4976]",-10.0
"[135.0, 51.3175]",-10.0
"[135.0, 51.1374]",-10.0
"[135.0, 50.9572]",-10.0
"[135.0, 50.777]",-10.0
"[135.0, 50.5969]",-10.0
"[135.0, 50.4167]",-10.0
"[135.0, 50.2366]",-10.0
"[134.0, 50.0564]",-10.0
"[134.0, 49.8763]",-10.0
"[134.0, 49.6962]",-10.0
"[134.0, 49.5161]",-10.0
"[134.0, 49.3361]",-10.0
"[134.0, 49.156]",-10.0
"[134.0, 48.976]",-10.0
"[134.0, 48.7961]",-10.0
"[133.0, 48.6162]",-10.0
"[133.0, 48.4363]",-10.0
"[133.0, 48.2565]",-10.0
"[133.0, 48.0768]",-10.0
"[133.0, 47.897]",-10.0
"[133.0, 47.7174]",-10.0
"[133.0, 47.5378]",-10.0
"[133.0, 47.3583]",-10.0
"[132.0, 47.1788]",-10.0
"[132.0, 46.9995]",-10.0
"[132.0, 46.8202]",-10.0
"[132.0, 46.6409]",-10.0
"[132.0, 46.4618]",-10.0
"[132.0, 46.2827]",-10.0
"[132.0, 46.1038]",-10.0
"[132.0, 45.9249]",-10.0
"[132.0, 45.7461]",-10.0
"[132.0, 45.5674]",-10.0
"[131.0, 45.3888]",-10.0
"[131.0, 45.2103]",-10.0
"[131.0, 45.0319]",-10.0
"[131.0, 44.8536]",-10.0
"[131.0, 44.6754]",-10.0
"[131.0, 44.4973]",-10.0
"[131.0, 44.3194]",-10.0
"[131.0, 44.1415]",-10.0
"[131.0, 43.9638]",-10.0
"[131.0, 43.7862]",-10.0
"[130.0, 43.6087]",-10.0
"[130.0, 43.4313]",-10.0
"[130.0, 43.2541]",-10.0
"[130.0, 43.077]",-10.0
"[130.0, 42.9]",-10.0
"[130.0, 42.7232]",-10.0
"[130.0, 42.5465]",-10.0
"[130.0, 42.3699]",-10.0
"[130.0, 42.1935]",-10.0
"[130.0, 42.0172]",-10.0
"[130.0, 41.841]",-10.0
"[129.0, 41.665]",-10.0
"[129.0, 41.4892]",-10.0
"[200.0, 72.3786]",0.0
"[199.0, 72.3772]",12.637403
"[198.0, 72.3731]",12.637403
"[197.0, 72.3661]",12.637403
"[197.0, 72.3564]",12.637403
"[196.0, 72.3439]",12.637403
"[195.0, 72.3287]",12.637403
"[194.0, 72.3107]",12.637403
"[194.0, 72.2899]",12.637403
"[193.0, 72.2664]",12.637403
"[192.0, 72.2402]",14.199863
"[192.0, 72.2113]",14.199863
"[191.0, 72.1797]",14.199863
"[190.0, 72.1454]",14.199863
"[189.0, 72.1085]",14.199863
"[189.0, 72.0689]",14.199863
"[188.0, 72.0266]",14.199863
"[187.0, 71.9818]",14.199863
"[187.0, 71.9344]",14.453764
"[186.0, 71.8844]",14.453764
"[185.0, 71.8318]",14.453764
"[185.0, 71.7768]",14.453764
"[184.0, 71.7192]",14.453764
"[183.0, 71.6592]",14.453764
"[183.0, 71.5967]",14.453764
"[182.0, 71.5318]",13.047549
"[181.0, 71.4646]",14.180333
"[181.0, 71.3949]",0.0
"[180.0, 71.3229]",-10.0
"[179.0, 71.2487]",-10.0
"[179.0, 71.1721]",0.0
"[178.0, 71.0933]",12.617872
"[177.0, 71.0123]",21.904749
"[177.0, 70.9291]",21.904749
"[176.0, 70.8437]",21.904749
"[176.0, 70.7563]",21.904749
"[175.0, 70.6667]",13.018252
"[174.0, 70.5751]",13.018252
"[174.0, 70.4814]",13.018252
"[173.0, 70.3858]",13.018252
"[173.0, 70.2882]",13.018252
"[172.0, 70.1886]",13.018252
"[172.0, 70.0872]",14.834614
"[171.0, 69.9838]",14.834614
"[170.0, 69.8787]",0.0
"[170.0, 69.7717]",12.17843
"[169.0, 69.663]",14.619775
"[169.0, 69.5525]",11.582742
"[168.0, 69.4404]",21.865688
"[168.0, 69.3265]",21.865688
"[167.0, 69.211]",-10.0
"[167.0, 69.0938]",-10.0
"[166.0, 68.9751]",-10.0
"[166.0, 68.8549]",-10.0
"[165.0, 68.7331]",-10.0
"[165.0, 68.6098]",-10.0
"[164.0, 68.485]",-10.0
"[164.0, 68.3588]",-10.0
"[163.0, 68.2312]",-10.0
"[163.0, 68.1022]",-10.0
"[162.0, 67.9718]",-10.0
"[162.0, 67.8401]",-10.0
"[161.0, 67.7072]",-10.0
"[161.0, 67.5729]",-10.0
"[160.0, 67.4374]",-10.0
"[160.0, 67.3007]",-10.0
"[160.0, 67.1628]",-10.0
"[159.0, 67.0237]",-10.0
"[159.0, 66.8835]",-10.0
"[158.0, 66.7422]",-10.0
"[158.0, 66.5997]",-10.0
"[158.0, 66.4562]",-10.0
"[157.0, 66.3117]",-10.0
"[157.0, 66.1661]",-10.0
"[156.0, 66.0195]",-10.0
"[156.0, 65.872]",-10.0
"[156.0, 65.7235]",-10.0
"[155.0, 65.574]",-10.0
"[155.0, 65.4237]",-10.0
"[155.0, 65.2724]",-10.0
"[154.0, 65.1203]",-10.0
"[154.0, 64.9673]",-10.0
"[153.0, 64.8135]",-10.0
"[153.0, 64.6589]",-10.0
"[153.0, 64.5035]",-10.0
"[152.0, 64.3473]",-10.0
"[152.0, 64.1903]",-10.0
"[152.0, 64.0327]",-10.0
"[151.0, 63.8742]",-10.0
"[151.0, 63.7151]",-10.0
"[151.0, 63.5553]",-10.0
"[150.0, 63.3949]",-10.0
"[150.0, 63.2338]",-10.0
"[150.0, 63.072]",-10.0
"[150.0, 62.9097]",-10.0
"[149.0, 62.7467]",-10.0
"[149.0, 62.5831]",-10.0
"[149.0, 62.419]",-10.0
"[148.0, 62.2543]",-10.0
"[148.0, 62.089]",-10.0
"[148.0, 61.9232]",-10.0
"[148.0, 61.7569]",-10.0
"[147.0, 61.5901]",-10.0
"[147.0, 61.4228]",-10.0
"[147.0, 61.2551]",-10.0
"[146.0, 61.0869]",-10.0
"[146.0, 60.9182]",-10.0
"[146.0, 60.749]",-10.0
"[146.0, 60.5795]",-10.0
"[145.0, 60.4095]",-10.0
"[145.0, 60.2391]",-10.0
"[145.0, 60.0684]",-10.0
"[145.0, 59.8972]",-10.0
"[144.0, 59.7257]",-10.0
"[144.0, 59.5538]",-10.0
"[144.0, 59.3816]",-10.0
"[144.0, 59.209]",0.0
"[144.0, 59.0361]",0.0
"[143.0, 58.8629]",0.0
"[143.0, 58.6894]",0.0
"[143.0, 58.5156]",0.0
"[143.0, 58.3415]",0.0
"[142.0, 58.1671]",0.0
"[142.0, 57.9924]",0.0
"[142.0, 57.8175]",0.0
"[142.0, 57.6423]",0.0
"[142.0, 57.4669]",0.0
"[141.0, 57.2913]",0.0
"[141.0, 57.1154]",0.0
"[141.0, 56.9393]",0.0
"[141.0, 56.7629]",0.0
"[141.0, 56.5864]",0.0
"[140.0, 56.4097]",0.0
"[140.0, 56.2328]",0.0
"[140.0, 56.0557]",0.0
"[140.0, 55.8785]",0.0
"[140.0, 55.701]",0.0
"[139.0, 55.5234]",0.0
"[139.0, 55.3457]",0.0
"[139.0, 55.1678]",0.0
"[139.0, 54.9898]",0.0
"[139.0, 54.8116]",0.0
"[139.0, 54.6334]",0.0
"[138.0, 54.455]",0.0
"[138.0, 54.2764]",0.0
"[138.0, 54.0978]",0.0
"[138.0, 53.9191]",0.0
"[138.0, 53.7403]",0.0
"[138.0, 53.5614]",0.0
